zone,model,feature,importance,importance_pct
SAC,LightGBM,long_holiday,165.0,1.8333333333333333
SAC,LightGBM,day_of_week,164.0,1.8222222222222224
SAC,LightGBM,UVIndex_W,149.0,1.6555555555555557
SAC,LightGBM,is_Sunday,126.0,1.4000000000000001
SAC,LightGBM,peakmonth,97.0,1.077777777777778
SAC,LightGBM,IsDaylight_W,96.0,1.0666666666666667
SAC,LightGBM,day_auto,89.0,0.9888888888888888
SAC,LightGBM,month_auto,86.0,0.9555555555555555
SAC,LightGBM,year_auto,78.0,0.8666666666666666
SAC,LightGBM,holiday,77.0,0.8555555555555556
SAC,LightGBM,is_tou,71.0,0.788888888888889
SAC,LightGBM,is_post_holiday,63.0,0.7000000000000001
SAC,LightGBM,is_holiday,61.0,0.6777777777777777
SAC,LightGBM,REQ_LAST168H_pct_change_1,54.0,0.6
SAC,LightGBM,is_Saturday,53.0,0.5888888888888889
SAC,LightGBM,REQ_LAST168H_roll_std_6,52.0,0.5777777777777777
SAC,LightGBM,REQ_LAST168H_roll_mean_3,44.0,0.4888888888888889
SAC,LightGBM,REQ_LAST168H_diff_1,42.0,0.46666666666666673
SAC,LightGBM,hour_auto,42.0,0.46666666666666673
SAC,LightGBM,is_pre_holiday,41.0,0.4555555555555556
SAC,LightGBM,quarter,31.0,0.34444444444444444
SAC,LightGBM,is_weekend,26.0,0.28888888888888886
SAC,LightGBM,PEAK_OFFPEAK_NUMERIC,18.0,0.2
SAC,LightGBM,minute,12.0,0.13333333333333333
SAC,LightGBM,dayofweek_auto,6.0,0.06666666666666667
SAC,LightGBM,reg,0.0,0.0
